obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category,end_gdppc,pop
IRQ-1953,823dd8fb-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Faisal II,1953-05-02,1953-05-02,1958-07-14,1958-07-14,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1935,1958,1935-05-02,1958-07-14,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Faisal-5FII-5Fof-5FIraq&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=CQyY6xGrJ4UhblASxe8T2PGNqIsIZNHMgkg1XLqtUDI&e=,0,3.0,6,3.0,,,1953,1958,18,5.199285406271176, Iraq,Democracy,3974.0,6433.104
IRQ-1958,823dd8fc-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Karrim Kassem,1958-07-14,1958-07-14,1963-02-08,1963-02-08,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1914,1963,1914-05-04,1963-02-09,,1,3.0,6,3.0,,,1958,1963,44,4.572304701670808, Iraq,Democracy,4578.0,7468.223
IRQ-1963,823dd8fd-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Salem Aref,1963-02-08,1963-02-08,1966-04-13,1966-04-13,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1921,1966,1921-03-21,1966-04-13,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Abdul-5FSalam-5FArif&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=NuZFh4lzfepnpbsjACL_gpzvS0JeHDgRtVZPXVUwruY&e=,1,2.0,0,-777.0,Brother of Rahmen Aref%823e09cc-1e42-11e4-b4cd-db5882bf8def,0.0,1963,1966,42,3.175972128106669, Iraq,Democracy,5338.0,8240.451
IRQ-1966,823e09cc-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Rahmen Aref,1966-04-17,1966-04-17,1968-07-17,1968-07-17,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1916,2007,,,,0,3.0,6,1.0,Brother of Salem Aref%823dd8fd-1e42-11e4-b4cd-db5882bf8def,1.0,1966,1968,50,2.250559559744553, Iraq,Democracy,5745.0,8807.547
IRQ-1968,823e09cd-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Hassan Al-Bakr,1968-07-17,1968-07-17,1979-07-16,1979-07-16,Irregular,Regular,Regular,0,Missing: No Information Found,M,1914,1982,1914-07-01,1982-10-04,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ahmed-5FHassan-5Fal-2DBakr&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=RoKa6FnZKMhwh2IZu4wGfpE5bmcZuI7yt_iLvhfLhcI&e=,1,1.0,0,-666.0,Cousin of Saddam Hussein%823e3aa0-1e42-11e4-b4cd-db5882bf8def,0.0,1968,1979,54,10.99543454006585, Iraq,Democracy,10769.0,12768.376
IRQ-1979,823e3aa0-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Saddam Hussein,1979-07-16,1979-07-16,2003-04-09,2003-04-09,Regular,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1937,2006,1937-04-28,2006-12-30,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Saddam-5FHussein&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=gUpp2iNgYNCGpBUd0MADEEoBJn7dKN-oIT92B4earr4&e=,0,4.0,9,2.0,Cousin of Hassan Al-Bakr%823e09cd-1e42-11e4-b4cd-db5882bf8def,,1979,2003,42,23.73217793657638, Iraq,Democracy,3782.4526,26697.99245
EGY-1936,823e9c48-1e42-11e4-b4cd-db5882bf8def,651,EGY,Farouk,1936-04-28,1936-04-28,1952-07-22,1952-07-22,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1920,1965,1920-02-11,1965-03-18,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Farouk-5Fof-5FEgypt&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=oQYgyj4BATEIcsjEj1IZtaPAIhHQGAcWsFmfh_0hPDQ&e=,0,3.0,6,1.0,,,1936,1952,16,16.23305064443486, Egypt,Anocracy,1435.0,22223.309
EGY-1952,823e9c49-1e42-11e4-b4cd-db5882bf8def,651,EGY,Naguib,1952-07-23,1952-07-23,1954-11-14,1954-11-14,Irregular,Regular,Regular,0,Exile,M,1901,1984,1901-02-20,1984-08-28,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Muhammad-5FNaguib&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=DBfblaTFQFJwl4UezZ2Pc-rwFe1mVqxhF9aI688cmjE&e=,1,1.0,0,1.0,,,1952,1954,51,2.3107935138983, Egypt,Anocracy,1417.0,23298.551
EGY-1954,823e9c4a-1e42-11e4-b4cd-db5882bf8def,651,EGY,Nasser,1954-11-17,1954-11-17,1970-09-28,1970-09-28,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1918,1970,1918-01-15,1970-09-28,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gamal-5FAbdel-5FNasser&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0SIi1cq6ejWpDT_Vof-fBGbxuBReyquW9H3xW5N55fk&e=,1,2.0,0,-777.0,,,1954,1970,36,15.86343319849141, Egypt,Anocracy,1999.0,33574.026
EGY-1970,823ecd1c-1e42-11e4-b4cd-db5882bf8def,651,EGY,Sadat,1970-09-28,1970-09-28,1981-10-06,1981-10-06,Regular,Irregular,"Irregular, Other",0,Death,M,1918,1981,1918-12-25,1981-10-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Anwar-5FEl-5FSadat&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=gxT6547Yb2T1K8fB0DPm323LpRtlnoXBWKCze6Hp9DA&e=,0,3.0,111,3.0,,,1970,1981,52,11.02281361013573, Egypt,Anocracy,3309.0,44196.104
SYR-1949-3,823f2ece-1e42-11e4-b4cd-db5882bf8def,652,SYR,Shishakli,1949-12-19,1949-12-19,1954-02-28,1954-02-28,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1909,1964,,,,1,3.0,6,1.0,,,1949,1954,40,4.194473534706393, Syria,Autocracy,5504.0,3841.974
SYR-1954,19b804b8-3bbd-11e5-afeb-eb6f07f9fec7,652,SYR,"Atassi, H.",1954-02-28,1954-02-28,1955-09-06,1955-09-06,Irregular,Regular,Regular,2,OK,M,1875,1960,,1960-12-05,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hashim-5Fal-2DAtassi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=AzIum1XmyL-E277Ave6R17yC8ZA-qx4vEI83Q8O2IOA&e=,1,1.0,0,0.0,,,1954,1955,79,1.519538388878622, Syria,Autocracy,4844.0,3938.446
SYR-1955,823efdf0-1e42-11e4-b4cd-db5882bf8def,652,SYR,Kuwatli,1955-09-06,1955-09-06,1958-02-01,1958-02-01,Regular,Regular,Regular,1,OK,M,1891,1967,,1967-06-30,,0,1.0,0,0.0,,,1955,1958,64,2.406620259142898, Syria,Autocracy,4844.0,4267.748
SYR-1958,823f2ecf-1e42-11e4-b4cd-db5882bf8def,652,SYR,Nasser (president of UAR),1958-02-01,1958-02-01,1961-09-28,1961-09-28,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1918,1970,1918-01-15,1970-09-28,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gamal-5FAbdel-5FNasser&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0SIi1cq6ejWpDT_Vof-fBGbxuBReyquW9H3xW5N55fk&e=,0,3.0,6,0.0,,,1958,1961,40,3.655105854329658, Syria,Autocracy,5050.0,4681.153
SYR-1963-2,823f9077-1e42-11e4-b4cd-db5882bf8def,652,SYR,Al-Hafiz,1963-07-27,1963-07-27,1966-02-25,1966-02-25,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1911,2009,,,,1,3.0,6,2.0,,,1963,1966,52,2.584584214597151, Syria,Autocracy,5004.0,5500.483
SYR-1966,823f9078-1e42-11e4-b4cd-db5882bf8def,652,SYR,"El-Atassi, N.",1966-02-25,1966-02-25,1970-11-13,1970-11-13,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1929,1992,,1992-12-03,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Nureddin-5Fal-2DAtassi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=jiMe49zBHFPZJpjh_ce82sBu2-bcWjrHD7MW7i9hb8g&e=,1,3.0,6,2.0,,,1966,1970,37,4.71467586603421, Syria,Autocracy,5643.0,6258.053
SYR-1971,823fc14b-1e42-11e4-b4cd-db5882bf8def,652,SYR,Al-Assad H.,1971-02-22,1971-02-22,2000-06-10,2000-06-10,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1930,2000,1930-10-06,2000-06-10,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hafez-5Fal-2DAssad&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=o0C8a0ooBkAW1C5-HXNwVIFTgrcDPpPGT2BmsSe791w&e=,0,2.0,0,-777.0,Father of Bashar al-Assad%823fc14c-1e42-11e4-b4cd-db5882bf8def,0.0,1971,2000,41,29.29834288178402, Syria,Autocracy,7668.0717,16397.49772
JOR-1921,824022f4-1e42-11e4-b4cd-db5882bf8def,663,JOR,Abdullah Al-Hussein,1921-04-11,1921-04-11,1951-07-20,1951-07-20,Foreign Imposition,Irregular,Assassination by Unsupported Individual,0,Death,M,1882,1951,,1951-07-20,,2,3.0,11,3.0,Father of Abdullah El-Hashim%824053c6-1e42-11e4-b4cd-db5882bf8def,0.0,1921,1951,39,30.27303777627193, Jordan,Anocracy,2702.0,584.172
JOR-1952,824053c8-1e42-11e4-b4cd-db5882bf8def,663,JOR,Hussein Ibn Talal El-Hashim,1952-08-11,1952-08-11,1999-02-07,1999-02-07,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1935,1999,1935-11-14,1999-02-07,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hussein-5Fof-5FJordan&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=TqB5i69YM6KgSdFU3r6rY5kG-RZx_41T5Td8cZZ20-o&e=,0,2.0,0,-777.0,,,1952,1999,17,46.49239888567185, Jordan,Anocracy,7340.4937,4603.024591
ISR-1948,8240849b-1e42-11e4-b4cd-db5882bf8def,666,ISR,Ben Gurion,1948-05-14,1948-05-14,1953-12-08,1953-12-08,Regular,Regular,Regular,0,OK,M,1886,1973,1886-10-16,,,0,1.0,0,0.0,,,1948,1953,62,5.568902852214625, Israel,Democracy,4638.0,1667.098
ISR-1953,8240849c-1e42-11e4-b4cd-db5882bf8def,666,ISR,Sharett,1953-12-08,1953-12-08,1955-11-03,1955-11-03,Regular,Regular,Regular,0,OK,M,1894,1965,1894-10-15,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Moshe-5FSharett&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=LZc6L3BmSvIFVFVO3blkP3bF-IABXFy7Qb3ODVWfmkg&e=,0,1.0,0,0.0,,,1953,1955,59,1.902845369857013, Israel,Democracy,5899.0,1772.032
ISR-1955,8240849b-1e42-11e4-b4cd-db5882bf8def,666,ISR,Ben Gurion,1955-11-03,1955-11-03,1963-06-16,1963-06-16,Regular,Regular,Regular,1,OK,M,1886,1973,1886-10-16,,,0,1.0,0,0.0,,,1955,1963,69,7.616857293442028, Israel,Democracy,8915.0,2406.662
ISR-1963,8240b56e-1e42-11e4-b4cd-db5882bf8def,666,ISR,Eshkol,1963-06-19,1963-06-19,1969-02-26,1969-02-26,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1895,1969,1895-10-25,1969-02-26,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Levi-5FEshkol&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Qs-9zeHTUTIFjrAZGCngZCoGXgprmljEQ7MfsT_7iIc&e=,0,2.0,0,-777.0,,,1963,1969,68,5.692108667529108, Israel,Democracy,12310.0,2817.051
ISR-1969-2,8240b570-1e42-11e4-b4cd-db5882bf8def,666,ISR,Meir,1969-03-17,1969-03-17,1974-06-03,1974-06-03,Regular,Regular,Regular,0,OK,F,1898,1978,1898-05-03,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Golda-5FMeir&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=lvmJStTL5cDLVsRheLU7lO5A3dWvb37l_EaiHvvmIHg&e=,0,1.0,0,0.0,,,1969,1974,71,5.212974941306118, Israel,Democracy,15980.0,3285.761
ISR-1974,8240e642-1e42-11e4-b4cd-db5882bf8def,666,ISR,Rabin,1974-06-03,1974-06-03,1977-04-08,1977-04-08,Regular,Regular,Regular,0,OK,M,1922,1995,1922-03-01,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Yitzhak-5FRabin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=SRhc6dRjnWiuN5LzoJwKfDMZrIhY-USkMaaJG-DeBDA&e=,0,1.0,0,0.0,,,1974,1977,52,2.847423287268048, Israel,Democracy,15721.0,3495.918
ISR-1977-2,82411720-1e42-11e4-b4cd-db5882bf8def,666,ISR,Begin,1977-06-21,1977-06-21,1983-10-10,1983-10-10,Regular,Regular,Regular,0,OK,M,1913,1992,1913-08-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Menachem-5FBegin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=V30yDgxJN-Fqu7LW2kKhTC4GcihOEZgXTTmYpZojFq8&e=,0,1.0,0,0.0,,,1977,1983,64,6.302661930087544, Israel,Democracy,18468.0,3926.893
ISR-1986,82411721-1e42-11e4-b4cd-db5882bf8def,666,ISR,Shamir,1986-10-20,1986-10-20,1992-07-12,1992-07-12,Regular,Regular,Regular,1,OK,M,1914,2012,1914-11-03,,,0,1.0,0,0.0,,,1986,1992,72,5.727701458619958, Israel,Democracy,21531.5961,4824.181902
ISR-1992,8240e642-1e42-11e4-b4cd-db5882bf8def,666,ISR,Rabin,1992-07-12,1992-07-12,1995-11-04,1995-11-04,Regular,Irregular,Assassination by Unsupported Individual,1,Death,M,1922,1995,1922-03-01,1995-11-04,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Yitzhak-5FRabin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=SRhc6dRjnWiuN5LzoJwKfDMZrIhY-USkMaaJG-DeBDA&e=,0,3.0,11,3.0,,,1992,1995,70,3.312867478456094, Israel,Democracy,23378.1595,5357.26026
SAU-1927,824147f6-1e42-11e4-b4cd-db5882bf8def,670,SAU,Aziz,1927-05-20,1927-05-20,1953-11-09,1953-11-09,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1882,1953,1882-10-21,1953-11-09,,0,2.0,0,-777.0,Father of Saud%824178c8-1e42-11e4-b4cd-db5882bf8def,0.0,1927,1953,45,26.47556075757887, Saudi Arabia,Autocracy,4246.0,4081.572
SAU-1953,824178c8-1e42-11e4-b4cd-db5882bf8def,670,SAU,Saud,1953-11-09,1953-11-09,1964-11-02,1964-11-02,Regular,Regular,Regular,0,Exile,M,1902,1969,1902-01-15,,,0,1.0,0,1.0,Son of Aziz%824147f6-1e42-11e4-b4cd-db5882bf8def,,1953,1964,51,10.9817450050309, Saudi Arabia,Autocracy,7978.0,5192.398
SAU-1964,824178c9-1e42-11e4-b4cd-db5882bf8def,670,SAU,Faisal,1964-11-02,1964-11-02,1975-03-25,1975-03-25,Regular,Irregular,Assassination by Unsupported Individual,0,Death,M,1905,1975,,1975-03-25,,0,3.0,11,3.0,,,1964,1975,59,10.39035709152139, Saudi Arabia,Autocracy,18788.0,7204.82
SAU-1975,824178ca-1e42-11e4-b4cd-db5882bf8def,670,SAU,Khalid,1975-03-25,1975-03-25,1982-06-13,1982-06-13,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1913,1982,,1982-06-13,,0,2.0,0,-777.0,,,1975,1982,62,7.219860777428694, Saudi Arabia,Autocracy,20535.0,11254.672
SAU-1982,8241a99c-1e42-11e4-b4cd-db5882bf8def,670,SAU,Fahd,1982-06-13,1982-06-13,1996-01-01,1996-01-01,Regular,Retired Due to Ill Health,Regular,0,OK,M,1922,2005,,2005-08-01,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fahd-5Fof-5FSaudi-5FArabia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=lc3JNtfp4hHnUhHoXAH3oUC-0mFKHYx9z_lkpjrRxVs&e=,0,2.099999904632568,0,0.0,,,1982,1996,60,13.55263968459311, Saudi Arabia,Autocracy,20280.4932,18830.97722
YEM-1948-2,8241a9a0-1e42-11e4-b4cd-db5882bf8def,678,YEM,Ibn Yahya Hamid,1948-03-13,1948-03-13,1962-09-18,1962-09-18,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1891,1962,,1962-09-18,,1,2.0,0,-777.0,,,1948,1962,57,14.51638295105307,,,1554.0,6120.081
YEM-1962-2,8241da71-1e42-11e4-b4cd-db5882bf8def,678,YEM,AL-Sallal,1962-09-27,1962-09-27,1967-11-05,1967-11-05,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1917,1994,,,,1,3.0,6,1.0,,,1962,1967,45,5.106196568033567,,,1624.0,6740.785
YEM-1967,8241da72-1e42-11e4-b4cd-db5882bf8def,678,YEM,Al-Iryani,1967-11-05,1967-11-05,1974-06-13,1974-06-13,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1917,1998,1917-07-18,,,1,3.0,6,1.0,,,1967,1974,50,6.60383170085628,,,2703.0,7755.019
YEM-1974,8241da73-1e42-11e4-b4cd-db5882bf8def,678,YEM,Al-Hamadi,1974-06-13,1974-06-13,1977-10-11,1977-10-11,Irregular,Irregular,"Irregular, Other",0,Death,M,1943,1977,,,,1,3.0,111,3.0,,,1974,1977,31,3.329294920498025,,,3446.0,8403.99
AFG-1946,8242ff74-1e42-11e4-b4cd-db5882bf8def,700,AFG,Mahmud Khan Ghazi,1946-05-14,1946-05-14,1953-09-07,1953-09-07,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,OK,M,1888,1959,,,,0,3.0,8,0.0,,,1946,1953,58,7.318425429680281, Afghanistan,Anocracy,1240.0,8573.0
AFG-1953,8242ff75-1e42-11e4-b4cd-db5882bf8def,700,AFG,Sardar Mohammad Daud Khan,1953-09-07,1953-09-07,1963-03-10,1963-03-10,Irregular,Regular,Regular,0,OK,M,1909,1978,1909-07-18,1978-04-27,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mohammed-5FDaoud-5FKhan&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XXAO5msOAIXKlcq-HHKVhvJ8g8wXR2JZqAUzN1VkamA&e=,1,1.0,0,0.0,,,1953,1963,44,9.50327522125711, Afghanistan,Anocracy,1298.0,10501.0
AFG-1963,8242ff76-1e42-11e4-b4cd-db5882bf8def,700,AFG,Mohammad Yusuf,1963-03-10,1963-03-10,1965-11-02,1965-11-02,Regular,Regular,Regular,0,OK,M,1917,1998,,,,0,1.0,0,0.0,,,1963,1965,46,2.650293982764875, Afghanistan,Anocracy,1290.0,10998.0
AFG-1965,8242ff77-1e42-11e4-b4cd-db5882bf8def,700,AFG,Mohammad Hashim Maiwandwal,1965-11-02,1965-11-02,1967-10-11,1967-10-11,Regular,Retired Due to Ill Health,Regular,0,OK,M,1919,1973,,,,0,2.099999904632568,0,0.0,,,1965,1967,46,1.938438160947863, Afghanistan,Anocracy,1277.0,11538.0
AFG-1967-2,82433046-1e42-11e4-b4cd-db5882bf8def,700,AFG,Nur Ahmad Etemadi,1967-11-01,1967-11-01,1971-06-09,1971-06-09,Regular,Regular,Regular,0,OK,M,1921,1979,,,,0,1.0,0,0.0,,,1967,1971,46,3.603085621196876, Afghanistan,Anocracy,1237.0,12749.0
AFG-1971,82433047-1e42-11e4-b4cd-db5882bf8def,700,AFG,Abdul Zahir,1971-06-09,1971-06-09,1972-12-06,1972-12-06,Regular,Regular,Regular,0,OK,M,1910,1982,,,,0,1.0,0,0.0,,,1971,1972,61,1.494897225815725, Afghanistan,Anocracy,1007.0,13079.0
AFG-1973,8242ff75-1e42-11e4-b4cd-db5882bf8def,700,AFG,Sardar Mohammad Daud Khan,1973-07-17,1973-07-17,1978-04-27,1978-04-27,Irregular,Irregular,"Removed by Military, without Foreign Support",1,Death,M,1909,1978,1909-07-18,1978-04-27,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mohammed-5FDaoud-5FKhan&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XXAO5msOAIXKlcq-HHKVhvJ8g8wXR2JZqAUzN1VkamA&e=,1,3.0,6,3.0,,,1973,1978,64,4.777647727194946, Afghanistan,Anocracy,1070.0,15269.0
AFG-1979-2,8243611a-1e42-11e4-b4cd-db5882bf8def,700,AFG,Karmal,1979-12-27,1979-12-27,1986-05-04,1986-05-04,Irregular,Foreign,Removed through Threat of Foreign Force,0,Exile,M,1929,1996,1929-01-06,1996-12-01,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Babrak-5FKarmal&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=lVAUXndgd3KmxGkj0jijaSIAvsfiC3okwDy48V3yEAc&e=,1,4.0,9,1.0,,,1979,1986,50,6.351944256213338, Afghanistan,Anocracy,1344.0,13126.0
